fishery,area,year,species,catch,cv
census,1,41,Mackerel,105478.60197156675,0.01
census,1,42,Mackerel,111665.77664847871,0.01
census,1,43,Mackerel,117485.67946438231,0.01
census,1,44,Mackerel,121058.38520748632,0.01
census,1,45,Mackerel,125860.80857138269,0.01
census,1,46,Mackerel,129736.11611380997,0.01
census,1,47,Mackerel,134711.70975829323,0.01
census,1,48,Mackerel,134696.8195242881,0.01
census,1,49,Mackerel,139034.85409078078,0.01
census,1,50,Mackerel,139962.5854449257,0.01
census,1,51,Mackerel,142759.05859425437,0.01
census,1,52,Mackerel,148720.3128468393,0.01
census,1,53,Mackerel,151877.87836556276,0.01
census,1,54,Mackerel,152689.0304865597,0.01
census,1,55,Mackerel,151545.30861583052,0.01
census,1,56,Mackerel,151828.67586507392,0.01
census,1,57,Mackerel,149996.58647277128,0.01
census,1,58,Mackerel,155609.61951672594,0.01
census,1,59,Mackerel,154603.68678506973,0.01
census,1,60,Mackerel,152684.85851345325,0.01
census,1,61,Mackerel,155175.7058632275,0.01
census,1,62,Mackerel,153004.02960602107,0.01
census,1,63,Mackerel,156915.4474602477,0.01
census,1,64,Mackerel,155606.68806726098,0.01
census,1,65,Mackerel,153776.64503542712,0.01
census,1,66,Mackerel,231642.53337440276,0.01
census,1,67,Mackerel,232402.12399320674,0.01
census,1,68,Mackerel,234395.06598807016,0.01
census,1,69,Mackerel,224569.89674670226,0.01
census,1,70,Mackerel,223106.19739880748,0.01
census,1,71,Mackerel,220107.14038787823,0.01
census,1,72,Mackerel,220273.83658493243,0.01
census,1,73,Mackerel,218138.5767596065,0.01
census,1,74,Mackerel,213423.85035157652,0.01
census,1,75,Mackerel,211886.9623505783,0.01
census,1,76,Mackerel,211959.77954068477,0.01
census,1,77,Mackerel,208390.63182532208,0.01
census,1,78,Mackerel,210628.51986878327,0.01
census,1,79,Mackerel,215607.19837060437,0.01
census,1,80,Mackerel,213535.64899587008,0.01
census,1,1,North_atl_cod,472696.29383819073,0.01
census,1,2,North_atl_cod,467147.1068393109,0.01
census,1,3,North_atl_cod,481835.03540617414,0.01
census,1,4,North_atl_cod,479939.28639057005,0.01
census,1,5,North_atl_cod,477875.4629900256,0.01
census,1,6,North_atl_cod,480007.1887018305,0.01
census,1,7,North_atl_cod,484649.1314109124,0.01
census,1,8,North_atl_cod,485653.0402875176,0.01
census,1,9,North_atl_cod,479061.8724053381,0.01
census,1,10,North_atl_cod,484416.8563521315,0.01
census,1,11,North_atl_cod,488927.7179906424,0.01
census,1,12,North_atl_cod,481052.89048452216,0.01
census,1,13,North_atl_cod,479444.3376094165,0.01
census,1,14,North_atl_cod,477598.88328094844,0.01
census,1,15,North_atl_cod,473679.5614129326,0.01
census,1,16,North_atl_cod,1110910.0660002762,0.01
census,1,17,North_atl_cod,775021.74770146,0.01
census,1,18,North_atl_cod,676325.7804896641,0.01
census,1,19,North_atl_cod,634458.7631580979,0.01
census,1,20,North_atl_cod,621345.1296203783,0.01
census,1,21,North_atl_cod,610149.985001981,0.01
census,1,22,North_atl_cod,607713.1915609337,0.01
census,1,23,North_atl_cod,634319.6060999967,0.01
census,1,24,North_atl_cod,646501.6772339874,0.01
census,1,25,North_atl_cod,635893.7457087868,0.01
census,1,26,North_atl_cod,639985.9774259592,0.01
census,1,27,North_atl_cod,622187.7525795331,0.01
census,1,28,North_atl_cod,625971.015090163,0.01
census,1,29,North_atl_cod,615354.0740594413,0.01
census,1,30,North_atl_cod,641475.6424417931,0.01
census,1,31,North_atl_cod,640390.9923271786,0.01
census,1,32,North_atl_cod,645008.281015009,0.01
census,1,33,North_atl_cod,620810.1644404533,0.01
census,1,34,North_atl_cod,622642.3729281513,0.01
census,1,35,North_atl_cod,636588.0672201564,0.01
census,1,36,North_atl_cod,624335.0810202383,0.01
census,1,37,North_atl_cod,605665.0928306584,0.01
census,1,38,North_atl_cod,629625.0728538617,0.01
census,1,39,North_atl_cod,634979.0389222911,0.01
census,1,40,North_atl_cod,622271.1009464929,0.01
census,1,41,North_atl_cod,408151.5475328252,0.01
census,1,42,North_atl_cod,502644.6246744456,0.01
census,1,43,North_atl_cod,547504.04830634,0.01
census,1,44,North_atl_cod,557214.948650358,0.01
census,1,45,North_atl_cod,567071.7399269205,0.01
census,1,46,North_atl_cod,583996.50090944,0.01
census,1,47,North_atl_cod,595916.9990301128,0.01
census,1,48,North_atl_cod,598865.2526017523,0.01
census,1,49,North_atl_cod,599083.7958802884,0.01
census,1,50,North_atl_cod,607801.9608411195,0.01
census,1,51,North_atl_cod,610632.8840757976,0.01
census,1,52,North_atl_cod,591423.2777582296,0.01
census,1,53,North_atl_cod,601099.2826193214,0.01
census,1,54,North_atl_cod,612379.3395230258,0.01
census,1,55,North_atl_cod,603460.1958839338,0.01
census,1,56,North_atl_cod,600645.7994708187,0.01
census,1,57,North_atl_cod,596754.9298450006,0.01
census,1,58,North_atl_cod,588189.5784267168,0.01
census,1,59,North_atl_cod,598454.4810359648,0.01
census,1,60,North_atl_cod,609325.7893201212,0.01
census,1,61,North_atl_cod,601227.0279714402,0.01
census,1,62,North_atl_cod,613164.6202101009,0.01
census,1,63,North_atl_cod,588838.907474134,0.01
census,1,64,North_atl_cod,603318.5212046138,0.01
census,1,65,North_atl_cod,599827.271057859,0.01
census,1,66,North_atl_cod,684680.4235153156,0.01
census,1,67,North_atl_cod,647044.8903098222,0.01
census,1,68,North_atl_cod,641010.1955590916,0.01
census,1,69,North_atl_cod,613311.7289911459,0.01
census,1,70,North_atl_cod,629562.7550932332,0.01
census,1,71,North_atl_cod,613976.6166371582,0.01
census,1,72,North_atl_cod,586242.4632239043,0.01
census,1,73,North_atl_cod,586622.5436254829,0.01
census,1,74,North_atl_cod,607034.9780652852,0.01
census,1,75,North_atl_cod,619451.4242131251,0.01
census,1,76,North_atl_cod,608826.9652362732,0.01
census,1,77,North_atl_cod,620721.2441477883,0.01
census,1,78,North_atl_cod,611236.3727696125,0.01
census,1,79,North_atl_cod,633183.0988653449,0.01
census,1,80,North_atl_cod,617521.8301700144,0.01
census,1,1,Norwegian_ssh,0,0.01
census,1,2,Norwegian_ssh,0,0.01
census,1,3,Norwegian_ssh,0,0.01
census,1,4,Norwegian_ssh,0,0.01
census,1,5,Norwegian_ssh,0,0.01
census,1,6,Norwegian_ssh,0,0.01
census,1,7,Norwegian_ssh,0,0.01
census,1,8,Norwegian_ssh,0,0.01
census,1,9,Norwegian_ssh,0,0.01
census,1,10,Norwegian_ssh,0,0.01
census,1,11,Norwegian_ssh,0,0.01
census,1,12,Norwegian_ssh,0,0.01
census,1,13,Norwegian_ssh,0,0.01
census,1,14,Norwegian_ssh,0,0.01
census,1,15,Norwegian_ssh,0,0.01
census,1,16,Norwegian_ssh,160012.18674452492,0.01
census,1,17,Norwegian_ssh,103113.20542260124,0.01
census,1,18,Norwegian_ssh,68406.19604251582,0.01
census,1,19,Norwegian_ssh,69986.48541742297,0.01
census,1,20,Norwegian_ssh,70754.34839858142,0.01
census,1,21,Norwegian_ssh,56358.02336140806,0.01
census,1,22,Norwegian_ssh,46233.37298987135,0.01
census,1,23,Norwegian_ssh,35399.291716955966,0.01
census,1,24,Norwegian_ssh,26935.477688837145,0.01
census,1,25,Norwegian_ssh,23378.812454870636,0.01
census,1,26,Norwegian_ssh,46179.214533934326,0.01
census,1,27,Norwegian_ssh,114409.40252654788,0.01
census,1,28,Norwegian_ssh,162393.05781497,0.01
census,1,29,Norwegian_ssh,198834.69877753017,0.01
census,1,30,Norwegian_ssh,203187.62664851043,0.01
census,1,31,Norwegian_ssh,173091.58089381,0.01
census,1,32,Norwegian_ssh,140504.4006433704,0.01
census,1,33,Norwegian_ssh,121471.99338577986,0.01
census,1,34,Norwegian_ssh,116989.57029391007,0.01
census,1,35,Norwegian_ssh,97786.17200801216,0.01
census,1,36,Norwegian_ssh,98427.02648836657,0.01
census,1,37,Norwegian_ssh,114796.13511121423,0.01
census,1,38,Norwegian_ssh,130093.01822221333,0.01
census,1,39,Norwegian_ssh,120780.68516937969,0.01
census,1,40,Norwegian_ssh,112157.3758045776,0.01
census,1,41,Norwegian_ssh,61114.41082971714,0.01
census,1,42,Norwegian_ssh,83618.1003337054,0.01
census,1,43,Norwegian_ssh,105054.82302787669,0.01
census,1,44,Norwegian_ssh,116727.50192719122,0.01
census,1,45,Norwegian_ssh,118180.05444992763,0.01
census,1,46,Norwegian_ssh,111602.55938049853,0.01
census,1,47,Norwegian_ssh,109304.97328611993,0.01
census,1,48,Norwegian_ssh,99950.34057674659,0.01
census,1,49,Norwegian_ssh,92678.54854032822,0.01
census,1,50,Norwegian_ssh,87713.13852455778,0.01
census,1,51,Norwegian_ssh,85711.98302553812,0.01
census,1,52,Norwegian_ssh,95330.09459168378,0.01
census,1,53,Norwegian_ssh,157159.32044505814,0.01
census,1,54,Norwegian_ssh,240880.26480366467,0.01
census,1,55,Norwegian_ssh,265309.9600741541,0.01
census,1,56,Norwegian_ssh,229737.67437789522,0.01
census,1,57,Norwegian_ssh,188932.29696297832,0.01
census,1,58,Norwegian_ssh,158910.02534740494,0.01
census,1,59,Norwegian_ssh,158471.58268054426,0.01
census,1,60,Norwegian_ssh,155046.52004492457,0.01
census,1,61,Norwegian_ssh,131689.81381073355,0.01
census,1,62,Norwegian_ssh,113449.3532849517,0.01
census,1,63,Norwegian_ssh,106894.15797487873,0.01
census,1,64,Norwegian_ssh,122100.0464474265,0.01
census,1,65,Norwegian_ssh,188886.23169599526,0.01
census,1,66,Norwegian_ssh,370001.36665780336,0.01
census,1,67,Norwegian_ssh,343181.500864744,0.01
census,1,68,Norwegian_ssh,285177.06929503626,0.01
census,1,69,Norwegian_ssh,212641.9360727183,0.01
census,1,70,Norwegian_ssh,177445.0826459144,0.01
census,1,71,Norwegian_ssh,151372.71851152237,0.01
census,1,72,Norwegian_ssh,142885.94297916186,0.01
census,1,73,Norwegian_ssh,126104.8066547267,0.01
census,1,74,Norwegian_ssh,104314.67214611669,0.01
census,1,75,Norwegian_ssh,96645.81938008913,0.01
census,1,76,Norwegian_ssh,141934.94705445156,0.01
census,1,77,Norwegian_ssh,299972.73637844925,0.01
census,1,78,Norwegian_ssh,511707.3980806438,0.01
census,1,79,Norwegian_ssh,622748.1351790421,0.01
census,1,80,Norwegian_ssh,575761.8952856655,0.01
census,1,1,Polar_cod,0,0.01
census,1,2,Polar_cod,0,0.01
census,1,3,Polar_cod,0,0.01
census,1,4,Polar_cod,0,0.01
census,1,5,Polar_cod,0,0.01
census,1,6,Polar_cod,0,0.01
census,1,7,Polar_cod,0,0.01
census,1,8,Polar_cod,0,0.01
census,1,9,Polar_cod,0,0.01
census,1,10,Polar_cod,0,0.01
census,1,11,Polar_cod,0,0.01
census,1,12,Polar_cod,0,0.01
census,1,13,Polar_cod,0,0.01
census,1,14,Polar_cod,0,0.01
census,1,15,Polar_cod,0,0.01
census,1,16,Polar_cod,0,0.01
census,1,17,Polar_cod,0,0.01
census,1,18,Polar_cod,0,0.01
census,1,19,Polar_cod,0,0.01
census,1,20,Polar_cod,0,0.01
census,1,21,Polar_cod,0,0.01
census,1,22,Polar_cod,0,0.01
census,1,23,Polar_cod,0,0.01
census,1,24,Polar_cod,0,0.01
census,1,25,Polar_cod,0,0.01
census,1,26,Polar_cod,0,0.01
census,1,27,Polar_cod,0,0.01
census,1,28,Polar_cod,0,0.01
census,1,29,Polar_cod,0,0.01
census,1,30,Polar_cod,0,0.01
census,1,31,Polar_cod,0,0.01
census,1,32,Polar_cod,0,0.01
census,1,33,Polar_cod,0,0.01
census,1,34,Polar_cod,0,0.01
census,1,35,Polar_cod,0,0.01
census,1,36,Polar_cod,0,0.01
census,1,37,Polar_cod,0,0.01
census,1,38,Polar_cod,0,0.01
census,1,39,Polar_cod,0,0.01
census,1,40,Polar_cod,0,0.01
census,1,41,Polar_cod,0,0.01
census,1,42,Polar_cod,0,0.01
census,1,43,Polar_cod,0,0.01
census,1,44,Polar_cod,0,0.01
census,1,45,Polar_cod,0,0.01
census,1,46,Polar_cod,0,0.01
census,1,47,Polar_cod,0,0.01
census,1,48,Polar_cod,0,0.01
census,1,49,Polar_cod,0,0.01
census,1,50,Polar_cod,0,0.01
census,1,51,Polar_cod,0,0.01
census,1,52,Polar_cod,0,0.01
census,1,53,Polar_cod,0,0.01
census,1,54,Polar_cod,0,0.01
census,1,55,Polar_cod,0,0.01
census,1,56,Polar_cod,0,0.01
census,1,57,Polar_cod,0,0.01
census,1,58,Polar_cod,0,0.01
census,1,59,Polar_cod,0,0.01
census,1,60,Polar_cod,0,0.01
census,1,61,Polar_cod,0,0.01
census,1,62,Polar_cod,0,0.01
census,1,63,Polar_cod,0,0.01
census,1,64,Polar_cod,0,0.01
census,1,65,Polar_cod,0,0.01
census,1,66,Polar_cod,0,0.01
census,1,67,Polar_cod,0,0.01
census,1,68,Polar_cod,0,0.01
census,1,69,Polar_cod,0,0.01
census,1,70,Polar_cod,0,0.01
census,1,71,Polar_cod,0,0.01
census,1,72,Polar_cod,0,0.01
census,1,73,Polar_cod,0,0.01
census,1,74,Polar_cod,0,0.01
census,1,75,Polar_cod,0,0.01
census,1,76,Polar_cod,0,0.01
census,1,77,Polar_cod,0,0.01
census,1,78,Polar_cod,0,0.01
census,1,79,Polar_cod,0,0.01
census,1,80,Polar_cod,0,0.01
census,1,1,Redfish,0,0.01
census,1,2,Redfish,0,0.01
census,1,3,Redfish,0,0.01
census,1,4,Redfish,0,0.01
census,1,5,Redfish,0,0.01
census,1,6,Redfish,0,0.01
census,1,7,Redfish,0,0.01
census,1,8,Redfish,0,0.01
census,1,9,Redfish,0,0.01
census,1,10,Redfish,0,0.01
census,1,11,Redfish,0,0.01
census,1,12,Redfish,0,0.01
census,1,13,Redfish,0,0.01
census,1,14,Redfish,0,0.01
census,1,15,Redfish,0,0.01
census,1,16,Redfish,453610.8862859378,0.01
census,1,17,Redfish,400783.9170388915,0.01
census,1,18,Redfish,382935.7922637781,0.01
census,1,19,Redfish,346564.65494936483,0.01
census,1,20,Redfish,346851.9978991326,0.01
census,1,21,Redfish,341784.83379389264,0.01
census,1,22,Redfish,343386.54177946335,0.01
census,1,23,Redfish,341660.5299182223,0.01
census,1,24,Redfish,341134.60077397997,0.01
census,1,25,Redfish,310534.84069872554,0.01
census,1,26,Redfish,312828.3424335461,0.01
census,1,27,Redfish,319538.52355694596,0.01
census,1,28,Redfish,312252.7846431964,0.01
census,1,29,Redfish,325402.2401560119,0.01
census,1,30,Redfish,318139.22741457535,0.01
census,1,31,Redfish,298660.2157855333,0.01
census,1,32,Redfish,292533.87604465586,0.01
census,1,33,Redfish,304543.1497031281,0.01
census,1,34,Redfish,313349.5851796393,0.01
census,1,35,Redfish,304114.9297077293,0.01
census,1,36,Redfish,315720.5347259906,0.01
census,1,37,Redfish,312613.34341557475,0.01
census,1,38,Redfish,310771.73531564686,0.01
census,1,39,Redfish,305267.6489072761,0.01
census,1,40,Redfish,292626.4610554205,0.01
census,1,41,Redfish,115404.60979197998,0.01
census,1,42,Redfish,117388.97084258939,0.01
census,1,43,Redfish,122089.47957888745,0.01
census,1,44,Redfish,121412.81625194487,0.01
census,1,45,Redfish,124826.3460838871,0.01
census,1,46,Redfish,128789.71317054433,0.01
census,1,47,Redfish,126229.50237250664,0.01
census,1,48,Redfish,125364.32789907244,0.01
census,1,49,Redfish,137713.14694027047,0.01
census,1,50,Redfish,137713.110304863,0.01
census,1,51,Redfish,131350.79324927783,0.01
census,1,52,Redfish,137451.1200410345,0.01
census,1,53,Redfish,142024.14707226754,0.01
census,1,54,Redfish,140769.01679073504,0.01
census,1,55,Redfish,137728.21667963124,0.01
census,1,56,Redfish,139033.42007064566,0.01
census,1,57,Redfish,141342.3599522786,0.01
census,1,58,Redfish,145920.28994037703,0.01
census,1,59,Redfish,144258.40827766762,0.01
census,1,60,Redfish,139399.0094709983,0.01
census,1,61,Redfish,143744.678036203,0.01
census,1,62,Redfish,148378.22290060893,0.01
census,1,63,Redfish,147887.94209879902,0.01
census,1,64,Redfish,147824.10425508962,0.01
census,1,65,Redfish,138621.9318336661,0.01
census,1,66,Redfish,215843.80740756076,0.01
census,1,67,Redfish,212010.7002004547,0.01
census,1,68,Redfish,211009.17660349127,0.01
census,1,69,Redfish,196896.54885744277,0.01
census,1,70,Redfish,198596.0761278361,0.01
census,1,71,Redfish,192990.45314978194,0.01
census,1,72,Redfish,200977.8459011624,0.01
census,1,73,Redfish,193000.95606208677,0.01
census,1,74,Redfish,200715.13471269794,0.01
census,1,75,Redfish,202692.04802268537,0.01
census,1,76,Redfish,200454.84753821098,0.01
census,1,77,Redfish,200349.97208707838,0.01
census,1,78,Redfish,197710.6057471398,0.01
census,1,79,Redfish,198734.5483235941,0.01
census,1,80,Redfish,203246.27786610104,0.01
census,1,1,Saithe,0,0.01
census,1,2,Saithe,0,0.01
census,1,3,Saithe,0,0.01
census,1,4,Saithe,0,0.01
census,1,5,Saithe,0,0.01
census,1,6,Saithe,0,0.01
census,1,7,Saithe,0,0.01
census,1,8,Saithe,0,0.01
census,1,9,Saithe,0,0.01
census,1,10,Saithe,0,0.01
census,1,11,Saithe,0,0.01
census,1,12,Saithe,0,0.01
census,1,13,Saithe,0,0.01
census,1,14,Saithe,0,0.01
census,1,15,Saithe,0,0.01
census,1,16,Saithe,2252409.1912536575,0.01
census,1,17,Saithe,2036547.6304195332,0.01
census,1,18,Saithe,1826682.2426725542,0.01
census,1,19,Saithe,1676310.1401767097,0.01
census,1,20,Saithe,1527247.8022773932,0.01
census,1,21,Saithe,1414179.5372983732,0.01
census,1,22,Saithe,1290879.6364145237,0.01
census,1,23,Saithe,1184699.7221136363,0.01
census,1,24,Saithe,1126834.5805872048,0.01
census,1,25,Saithe,1099089.3675565368,0.01
census,1,26,Saithe,1014701.6673576384,0.01
census,1,27,Saithe,978113.3056284211,0.01
census,1,28,Saithe,945014.7505084492,0.01
census,1,29,Saithe,919049.6190667851,0.01
census,1,30,Saithe,908961.9824370112,0.01
census,1,31,Saithe,893944.0875222433,0.01
census,1,32,Saithe,898976.1420342248,0.01
census,1,33,Saithe,884578.8900671701,0.01
census,1,34,Saithe,873807.4006258012,0.01
census,1,35,Saithe,886289.9707617249,0.01
census,1,36,Saithe,854800.8504122474,0.01
census,1,37,Saithe,872506.1261907573,0.01
census,1,38,Saithe,866451.8327831896,0.01
census,1,39,Saithe,855290.4196081031,0.01
census,1,40,Saithe,855750.2321939596,0.01
census,1,41,Saithe,325219.8936981253,0.01
census,1,42,Saithe,312737.93074016884,0.01
census,1,43,Saithe,337645.1845943078,0.01
census,1,44,Saithe,347852.94909456116,0.01
census,1,45,Saithe,382380.2096533672,0.01
census,1,46,Saithe,396343.5647822657,0.01
census,1,47,Saithe,416684.83583299955,0.01
census,1,48,Saithe,442278.2936499728,0.01
census,1,49,Saithe,455239.74677883665,0.01
census,1,50,Saithe,467731.25778877764,0.01
census,1,51,Saithe,488743.51370185503,0.01
census,1,52,Saithe,504900.940579693,0.01
census,1,53,Saithe,524280.54365362687,0.01
census,1,54,Saithe,525446.983620672,0.01
census,1,55,Saithe,549070.7302011466,0.01
census,1,56,Saithe,547946.7508426679,0.01
census,1,57,Saithe,561743.1186412512,0.01
census,1,58,Saithe,554737.5130851109,0.01
census,1,59,Saithe,564398.5874983526,0.01
census,1,60,Saithe,563981.78664473,0.01
census,1,61,Saithe,572442.9202088465,0.01
census,1,62,Saithe,564377.785973326,0.01
census,1,63,Saithe,570066.6280898871,0.01
census,1,64,Saithe,579068.2400969419,0.01
census,1,65,Saithe,580725.9104307038,0.01
census,1,66,Saithe,877224.0147571118,0.01
census,1,67,Saithe,864793.7716013452,0.01
census,1,68,Saithe,855038.3639469971,0.01
census,1,69,Saithe,855577.1348297979,0.01
census,1,70,Saithe,829131.8019972378,0.01
census,1,71,Saithe,819787.1239023769,0.01
census,1,72,Saithe,806778.9389601718,0.01
census,1,73,Saithe,813284.834013916,0.01
census,1,74,Saithe,789022.4163261683,0.01
census,1,75,Saithe,809002.3505159186,0.01
census,1,76,Saithe,763104.046871137,0.01
census,1,77,Saithe,778635.9514047898,0.01
census,1,78,Saithe,761539.6129024385,0.01
census,1,79,Saithe,758891.3754315482,0.01
census,1,80,Saithe,754080.2705275274,0.01
