pred_name,stratum_time,pred_size,stratum_area,w_fac_area
HAD,1981-Q4,0400-0500,R-6,0
HAD,1981-Q4,0400-0500,R-7,0
HAD,1981-Q4,0500-0700,R-1,0.8122814728
HAD,1981-Q4,0500-0700,R-2,0.131329498
HAD,1981-Q4,0500-0700,R-7,0.0110206572
MAC,1981-Q4,0300-0400,R-7,0
MAC,1981-Q4,0250-0300,R-2,0
MAC,1981-Q4,0300-0400,R-2,0
MAC,1981-Q4,0400-0500,R-2,0
MAC,1981-Q4,0300-0400,R-6,0.0229342178
MAC,1981-Q4,0250-0300,R-5,5.270857e-4
MAC,1981-Q4,0400-0500,R-6,0.1117783903
MAC,1981-Q4,0250-0300,R-6,0.0402060955
MAC,1981-Q4,0300-0400,R-1,0.0974247087
MAC,1981-Q4,0400-0500,R-1,0.4409310441
MAC,1981-Q4,0400-0500,R-7,0
WHG,1981-Q4,0100-0150,R-2,0.3217189241
WHG,1981-Q4,0100-0150,R-7,0.0606457298
WHG,1981-Q4,0150-0200,R-2,0.2511029165
WHG,1981-Q4,0150-0200,R-7,0.096157734
WHG,1981-Q4,0200-0250,R-2,0.0606843978
WHG,1981-Q4,0200-0250,R-7,0.0211139102
WHG,1981-Q4,0250-0300,R-2,0.1090025477
WHG,1981-Q4,0250-0300,R-7,0.0123633891
WHG,1981-Q4,0300-0400,R-2,0.1041537234
WHG,1981-Q4,0300-0400,R-7,0.0086165358
WHG,1981-Q4,0400-0500,R-2,0.5036734076
WHG,1981-Q4,0400-0500,R-7,0
WHG,1981-Q4,0150-0200,R-6,0.3173540965
WHG,1981-Q4,0200-0250,R-6,0.3046717487
WHG,1981-Q4,0250-0300,R-6,0.1587539029
WHG,1981-Q4,0300-0400,R-6,0.0702257175
WHG,1981-Q4,0400-0500,R-6,0.0286298568
WHG,1981-Q4,0100-0150,R-6,0.0876315144
WHG,1981-Q4,0100-0150,R-4,0.0425253261
WHG,1981-Q4,0150-0200,R-4,0.035736553
WHG,1981-Q4,0150-0200,R-5,0.0293995839
WHG,1981-Q4,0200-0250,R-4,0.3568851559
WHG,1981-Q4,0200-0250,R-5,0.049159917
WHG,1981-Q4,0250-0300,R-4,0.2542375273
WHG,1981-Q4,0300-0400,R-4,0.0345667961
WHG,1981-Q4,0150-0200,R-1,0.1192571356
WHG,1981-Q4,0250-0300,R-1,0.1537773945
WHG,1981-Q4,0300-0400,R-1,0.5744917617
WHG,1981-Q4,0400-0500,R-1,0.4279330455
WHG,1981-Q4,0100-0150,R-3,0.2366361449
WHG,1981-Q4,0100-0150,R-1,0.1951824809
WHG,1981-Q4,0150-0200,R-3,0.1509919805
WHG,1981-Q4,0200-0250,R-3,0.187619873
WHG,1981-Q4,0200-0250,R-1,0.0198649974
WHG,1981-Q4,0250-0300,R-3,0.2599477754
WHG,1981-Q4,0300-0400,R-3,0.140254303
WHG,1981-Q4,0400-0500,R-4,0
COD,1985-Q1,0250-0300,R-4,0.0684877524
COD,1985-Q1,0250-0300,R-2,0.1343071508
COD,1985-Q1,0250-0300,R-1,0.2831058502
COD,1985-Q1,0250-0300,R-6,0.3173457704
COD,1985-Q1,0300-0350,R-4,0.0868511939
COD,1985-Q1,0300-0350,R-3,0.0442903491
COD,1985-Q1,0300-0350,R-2,0.185733722
COD,1985-Q1,0300-0350,R-1,0.474971765
COD,1985-Q1,0300-0350,R-6,0.0408711501
COD,1985-Q1,0350-0400,R-4,0.1370117508
COD,1985-Q1,0350-0400,R-3,0.073883055
COD,1985-Q1,0350-0400,R-1,0.4207937553
COD,1985-Q1,0350-0400,R-2,0.1913911375
COD,1985-Q1,0150-0200,R-6,0.8040807059
COD,1985-Q1,0350-0400,R-6,0.0715920798
COD,1985-Q1,0400-0500,R-1,0.4311298585
COD,1985-Q1,0400-0500,R-4,0.1678011359
COD,1985-Q1,0400-0500,R-2,0.1550141509
COD,1985-Q1,0400-0500,R-6,0.1401342704
COD,1985-Q1,0500-0600,R-4,0.0630904692
COD,1985-Q1,0500-0600,R-1,0.5955824223
COD,1985-Q1,0500-0600,R-6,0.1239542159
COD,1985-Q1,0600-0700,R-1,0.532110632
COD,1985-Q1,0600-0700,R-4,0.0307905947
COD,1985-Q1,0600-0700,R-6,0.1304072246
COD,1985-Q1,0200-0250,R-4,0.028652425
COD,1985-Q1,0700-0800,R-6,0.2227121282
COD,1985-Q1,0800-1000,R-3,0.0174920833
COD,1985-Q1,0200-0250,R-2,0.0069460424
COD,1985-Q1,0800-1000,R-2,0.1399366666
COD,1985-Q1,0800-1000,R-6,0.2918957557
COD,1985-Q1,0200-0250,R-6,0.8137288686
COD,1985-Q1,0250-0300,R-7,0.1376049627
COD,1985-Q1,0150-0200,R-1,0.0105332911
COD,1985-Q1,0300-0350,R-7,0.1582583193
COD,1985-Q1,0350-0400,R-7,0.0980371307
COD,1985-Q1,0400-0500,R-7,0.0530116299
COD,1985-Q1,0500-0600,R-7,0.0715319445
COD,1985-Q1,0600-0700,R-7,0.0884702066
COD,1985-Q1,0700-0800,R-4,0.0222974451
COD,1985-Q1,0700-0800,R-1,0.3737664857
COD,1985-Q1,0700-0800,R-7,0.0931814909
COD,1985-Q1,0800-1000,R-4,0.0270053216
COD,1985-Q1,0800-1000,R-1,0.3853198328
COD,1985-Q1,0200-0250,R-1,0.0125246584
COD,1985-Q1,0200-0250,R-7,0.0959011834
COD,1985-Q1,0250-0300,R-5,0
COD,1985-Q1,0150-0200,R-4,0.0263917461
COD,1985-Q1,0150-0200,R-5,0.003387176
COD,1985-Q1,0300-0350,R-5,0.0090235007
COD,1985-Q1,0350-0400,R-5,0.007291091
COD,1985-Q1,0150-0200,R-7,0.1218341139
COD,1985-Q1,0400-0500,R-5,0.0053839937
COD,1985-Q1,0500-0600,R-5,0.0305893184
COD,1985-Q1,0600-0700,R-5,0.0671794793
COD,1985-Q1,0200-0250,R-5,0.0059537506
COD,1985-Q1,0700-0800,R-5,0.1945958846
COD,1985-Q1,0700-0800,R-2,0.0587841735
COD,1985-Q1,0800-1000,R-5,0.0368254386
COD,1985-Q1,0800-1000,R-7,0.1015249014
COD,1985-Q1,0150-0200,R-3,0.0179661458
COD,1985-Q1,0400-0500,R-3,0.0475249607
COD,1985-Q1,0200-0250,R-3,0.0362930716
COD,1985-Q1,0500-0600,R-2,0.0650023016
COD,1985-Q1,0600-0700,R-2,0.1063675089
COD,1985-Q1,0700-0800,R-3,0.0346623919
COD,1985-Q1,0250-0300,R-3,0.0591485135
COD,1985-Q1,0150-0200,R-2,0.0158068212
COD,1985-Q1,0500-0600,R-3,0.0502493282
WHG,1985-Q1,0100-0150,R-4,0.0685915739
WHG,1985-Q1,0150-0200,R-5,0.0056396709
WHG,1985-Q1,0150-0200,R-6,0.4367098547
WHG,1985-Q1,0150-0200,R-4,0.2263003902
WHG,1985-Q1,0100-0150,R-5,0.0133664563
WHG,1985-Q1,0100-0150,R-6,0.5189330112
WHG,1985-Q1,0150-0200,R-2,0.1020998217
WHG,1985-Q1,0150-0200,R-3,0.180373295
WHG,1985-Q1,0150-0200,R-1,0.0105957707
WHG,1985-Q1,0200-0250,R-5,0.0188317438
WHG,1985-Q1,0200-0250,R-6,0.127656998
WHG,1985-Q1,0200-0250,R-4,0.1186684335
WHG,1985-Q1,0200-0250,R-2,0.3477116357
WHG,1985-Q1,0200-0250,R-7,0.0058474802
WHG,1985-Q1,0200-0250,R-1,0.221110869
WHG,1985-Q1,0250-0300,R-5,0.0194557065
WHG,1985-Q1,0250-0300,R-6,0.1416289101
WHG,1985-Q1,0250-0300,R-4,0.0726386606
WHG,1985-Q1,0250-0300,R-2,0.1662489314
WHG,1985-Q1,0250-0300,R-7,0.0048715396
WHG,1985-Q1,0250-0300,R-3,0.1364181758
WHG,1985-Q1,0250-0300,R-1,0.4587380761
WHG,1985-Q1,0300-0350,R-5,0.0176695954
WHG,1985-Q1,0300-0350,R-6,0.280750511
WHG,1985-Q1,0300-0350,R-4,0.0301350021
WHG,1985-Q1,0300-0350,R-7,0.0097325695
WHG,1985-Q1,0300-0350,R-3,0.0679369402
WHG,1985-Q1,0300-0350,R-1,0.5096678549
WHG,1985-Q1,0350-0400,R-5,0.0230928654
WHG,1985-Q1,0350-0400,R-1,0.6709040632
WHG,1985-Q1,0100-0150,R-1,0.0137107485
WHG,1985-Q1,0150-0200,R-7,0.038281197
WHG,1985-Q1,0350-0400,R-7,0.0100471728
WHG,1985-Q1,0400-0500,R-7,0.0126587359
WHG,1985-Q1,0400-0500,R-1,0.7585979061
WHG,1985-Q1,0100-0150,R-7,0.0887586513
WHG,1985-Q1,0100-0150,R-2,0.0244010698
WHG,1985-Q1,0300-0350,R-2,0.084107527
WHG,1985-Q1,0350-0400,R-4,0.0050804304
WHG,1985-Q1,0350-0400,R-2,0.0157031485
WHG,1985-Q1,0400-0500,R-5,0.0658254268
WHG,1985-Q1,0350-0400,R-6,0.2472376503
WHG,1985-Q1,0350-0400,R-3,0.0279346695
WHG,1985-Q1,0400-0500,R-3,0
WHG,1985-Q1,0200-0250,R-3,0.1601728397
WHG,1985-Q1,0100-0150,R-3,0.272238489
COD,1985-Q3,0250-0300,R-4,0.0540124824
COD,1985-Q3,0250-0300,R-2,0.1032483506
COD,1985-Q3,0250-0300,R-6,0.2353725221
COD,1985-Q3,0300-0350,R-4,0.0582280869
COD,1985-Q3,0300-0350,R-1,0.1407116478
COD,1985-Q3,0300-0350,R-2,0.166001125
COD,1985-Q3,0300-0350,R-6,0.1591357391
COD,1985-Q3,0350-0400,R-1,0.1839281237
COD,1985-Q3,0350-0400,R-4,0.1347203381
COD,1985-Q3,0350-0400,R-2,0.1051475809
COD,1985-Q3,0350-0400,R-6,0.3380572041
COD,1985-Q3,0400-0500,R-1,0.3519477126
COD,1985-Q3,0400-0500,R-4,0.0331720833
COD,1985-Q3,0400-0500,R-2,0.2740645926
COD,1985-Q3,0400-0500,R-6,0.0643928675
COD,1985-Q3,0500-0600,R-4,0.03593888
COD,1985-Q3,0500-0600,R-6,0.0209291125
COD,1985-Q3,0600-0700,R-1,0.627884354
COD,1985-Q3,0800-1000,R-1,0.4524256385
COD,1985-Q3,0100-0150,R-1,0.0401650569
COD,1985-Q3,0100-0150,R-5,0
COD,1985-Q3,0150-0200,R-4,1
COD,1985-Q3,0150-0200,R-5,0
COD,1985-Q3,0200-0250,R-3,0.1087857598
COD,1985-Q3,0200-0250,R-4,0.2006782645
COD,1985-Q3,0200-0250,R-1,0.1530596933
COD,1985-Q3,0200-0250,R-6,0.2971158752
COD,1985-Q3,0250-0300,R-3,0.2708707618
COD,1985-Q3,0250-0300,R-1,0.1149344759
COD,1985-Q3,0300-0350,R-3,0.3377229041
COD,1985-Q3,0350-0400,R-3,0.1040522936
COD,1985-Q3,0400-0500,R-3,0.0645276
COD,1985-Q3,0500-0600,R-1,0.4536187907
COD,1985-Q3,0500-0600,R-3,0.0443845168
COD,1985-Q3,0600-0700,R-4,0
COD,1985-Q3,0600-0700,R-6,0
COD,1985-Q3,0700-0800,R-1,0.6616880173
COD,1985-Q3,0700-0800,R-6,0.0328115773
COD,1985-Q3,0100-0150,R-6,0.41596123
COD,1985-Q3,0150-0200,R-6,0
COD,1985-Q3,0200-0250,R-7,0.1780027544
COD,1985-Q3,0250-0300,R-7,0.2215614072
COD,1985-Q3,0300-0350,R-5,0.0043780516
COD,1985-Q3,0300-0350,R-7,0.1338224454
COD,1985-Q3,0350-0400,R-7,0.0777653984
COD,1985-Q3,0400-0500,R-7,0.1848158924
COD,1985-Q3,0500-0600,R-2,0.1988618029
COD,1985-Q3,0500-0600,R-7,0.2359986456
COD,1985-Q3,0600-0700,R-5,0.0805735791
COD,1985-Q3,0600-0700,R-7,0.1692045161
COD,1985-Q3,0800-1000,R-4,0.0936840969
COD,1985-Q3,0800-1000,R-6,0.0363714729
COD,1985-Q3,0800-1000,R-7,0.1686313744
COD,1985-Q3,0600-0700,R-2,0.0993740809
COD,1985-Q3,0700-0800,R-4,0.0338058675
COD,1985-Q3,0700-0800,R-2,0.0845146689
COD,1985-Q3,0800-1000,R-2,0.231087439
WHG,1985-Q3,0100-0150,R-6,0.1254273769
WHG,1985-Q3,0150-0200,R-6,0.7746790259
WHG,1985-Q3,0150-0200,R-4,0.0462998463
WHG,1985-Q3,0150-0200,R-3,0.0240258589
WHG,1985-Q3,0150-0200,R-7,0.1062271635
WHG,1985-Q3,0200-0250,R-6,0.4941806007
WHG,1985-Q3,0200-0250,R-4,0.1775635128
WHG,1985-Q3,0200-0250,R-2,0.0428652887
WHG,1985-Q3,0200-0250,R-3,0.1474023776
WHG,1985-Q3,0200-0250,R-7,0.0647521721
WHG,1985-Q3,0250-0300,R-6,0.3214215317
WHG,1985-Q3,0250-0300,R-4,0.0873278084
WHG,1985-Q3,0250-0300,R-2,0.0897176802
WHG,1985-Q3,0250-0300,R-3,0.2439889164
WHG,1985-Q3,0250-0300,R-7,0.0337200322
WHG,1985-Q3,0300-0350,R-6,0.1769075194
WHG,1985-Q3,0300-0350,R-4,0.0585419602
WHG,1985-Q3,0300-0350,R-2,0.1176902871
WHG,1985-Q3,0300-0350,R-7,0.0521751086
WHG,1985-Q3,0300-0350,R-3,0.1056787117
WHG,1985-Q3,0350-0400,R-6,0.1095205009
WHG,1985-Q3,0350-0400,R-2,0.0740128768
WHG,1985-Q3,0100-0150,R-7,0.5025650182
WHG,1985-Q3,0350-0400,R-7,0.0461063823
WHG,1985-Q3,0100-0150,R-4,7.83498e-4
WHG,1985-Q3,0100-0150,R-3,0.1453213376
WHG,1985-Q3,0150-0200,R-2,0.0027114229
WHG,1985-Q3,0250-0300,R-1,0.1706070064
WHG,1985-Q3,0300-0350,R-1,0.4516794166
WHG,1985-Q3,0350-0400,R-1,0.5566502249
WHG,1985-Q3,0150-0200,R-5,0.04295599
WHG,1985-Q3,0200-0250,R-5,0.0687107021
WHG,1985-Q3,0250-0300,R-5,0.0532170246
WHG,1985-Q3,0300-0350,R-5,0.0373269964
WHG,1985-Q3,0350-0400,R-5,0.1265325528
WHG,1985-Q3,0400-0500,R-6,0.1613376947
WHG,1985-Q3,0400-0500,R-7,0
WHG,1985-Q3,0100-0150,R-2,0.1054049695
WHG,1985-Q3,0100-0150,R-1,0.1204628222
WHG,1985-Q3,0200-0250,R-1,0.004525346
WHG,1985-Q3,0350-0400,R-4,0.0376131013
WHG,1985-Q3,0350-0400,R-3,0.0495643609
WHG,1985-Q3,0400-0500,R-2,0.028380171
WHG,1985-Q3,0400-0500,R-1,0.5606814266
COD,1986-Q1,0150-0200,R-4,0.0263917461
COD,1986-Q1,0150-0200,R-5,0.003387176
COD,1986-Q1,0150-0200,R-2,0.0158068212
COD,1986-Q1,0150-0200,R-6,0.8040807059
COD,1986-Q1,0150-0200,R-7,0.1218341139
COD,1986-Q1,0200-0250,R-5,0.0059537506
COD,1986-Q1,0200-0250,R-6,0.8137288686
COD,1986-Q1,0200-0250,R-7,0.0959011834
COD,1986-Q1,0250-0300,R-6,0.3173457704
COD,1986-Q1,0250-0300,R-5,0
COD,1986-Q1,0350-0400,R-1,0.4207937553
COD,1986-Q1,0350-0400,R-6,0.0715920798
COD,1986-Q1,0400-0500,R-1,0.4311298585
COD,1986-Q1,0500-0600,R-1,0.5955824223
COD,1986-Q1,0500-0600,R-5,0.0305893184
COD,1986-Q1,0600-0700,R-1,0.532110632
COD,1986-Q1,0600-0700,R-6,0.1304072246
COD,1986-Q1,0700-0800,R-4,0.0222974451
COD,1986-Q1,0700-0800,R-1,0.3737664857
COD,1986-Q1,0700-0800,R-5,0.1945958846
COD,1986-Q1,0700-0800,R-6,0.2227121282
COD,1986-Q1,0800-1000,R-1,0.3853198328
COD,1986-Q1,0300-0350,R-6,0.0408711501
COD,1986-Q1,0400-0500,R-6,0.1401342704
COD,1986-Q1,0500-0600,R-6,0.1239542159
COD,1986-Q1,0800-1000,R-6,0.2918957557
COD,1986-Q1,0200-0250,R-4,0.028652425
COD,1986-Q1,0250-0300,R-4,0.0684877524
COD,1986-Q1,0200-0250,R-2,0.0069460424
COD,1986-Q1,0250-0300,R-7,0.1376049627
COD,1986-Q1,0300-0350,R-4,0.0868511939
COD,1986-Q1,0300-0350,R-5,0.0090235007
COD,1986-Q1,0300-0350,R-2,0.185733722
COD,1986-Q1,0350-0400,R-4,0.1370117508
COD,1986-Q1,0350-0400,R-2,0.1913911375
COD,1986-Q1,0350-0400,R-5,0.007291091
COD,1986-Q1,0350-0400,R-7,0.0980371307
COD,1986-Q1,0400-0500,R-4,0.1678011359
COD,1986-Q1,0400-0500,R-2,0.1550141509
COD,1986-Q1,0400-0500,R-5,0.0053839937
COD,1986-Q1,0500-0600,R-4,0.0630904692
COD,1986-Q1,0500-0600,R-2,0.0650023016
COD,1986-Q1,0700-0800,R-2,0.0587841735
COD,1986-Q1,0700-0800,R-7,0.0931814909
COD,1986-Q1,0250-0300,R-1,0.2831058502
COD,1986-Q1,0300-0350,R-3,0.0442903491
COD,1986-Q1,0300-0350,R-1,0.474971765
COD,1986-Q1,0350-0400,R-3,0.073883055
COD,1986-Q1,0400-0500,R-3,0.0475249607
COD,1986-Q1,0200-0250,R-3,0.0362930716
COD,1986-Q1,0250-0300,R-3,0.0591485135
COD,1986-Q1,0500-0600,R-3,0.0502493282
COD,1986-Q1,0600-0700,R-3,0.0446743538
COD,1986-Q1,0600-0700,R-5,0.0671794793
COD,1986-Q1,0600-0700,R-2,0.1063675089
COD,1986-Q1,0700-0800,R-3,0.0346623919
COD,1986-Q1,0800-1000,R-3,0.0174920833
COD,1986-Q1,0800-1000,R-4,0.0270053216
COD,1986-Q1,0800-1000,R-5,0.0368254386
COD,1986-Q1,0800-1000,R-2,0.1399366666
COD,1986-Q1,0300-0350,R-7,0.1582583193
COD,1986-Q1,0400-0500,R-7,0.0530116299
COD,1986-Q1,0500-0600,R-7,0.0715319445
COD,1986-Q1,0600-0700,R-7,0.0884702066
COD,1986-Q1,0150-0200,R-3,0.0179661458
COD,1986-Q1,0250-0300,R-2,0.1343071508
WHG,1986-Q1,0100-0150,R-1,0.0137107485
WHG,1986-Q1,0100-0150,R-2,0.0244010698
WHG,1986-Q1,0100-0150,R-3,0.272238489
WHG,1986-Q1,0150-0200,R-6,0.4367098547
WHG,1986-Q1,0150-0200,R-5,0.0056396709
WHG,1986-Q1,0150-0200,R-4,0.2263003902
WHG,1986-Q1,0150-0200,R-2,0.1020998217
WHG,1986-Q1,0150-0200,R-3,0.180373295
WHG,1986-Q1,0150-0200,R-1,0.0105957707
WHG,1986-Q1,0200-0250,R-6,0.127656998
WHG,1986-Q1,0200-0250,R-5,0.0188317438
WHG,1986-Q1,0200-0250,R-4,0.1186684335
WHG,1986-Q1,0200-0250,R-2,0.3477116357
WHG,1986-Q1,0200-0250,R-3,0.1601728397
WHG,1986-Q1,0200-0250,R-1,0.221110869
WHG,1986-Q1,0250-0300,R-6,0.1416289101
WHG,1986-Q1,0250-0300,R-5,0.0194557065
WHG,1986-Q1,0250-0300,R-3,0.1364181758
WHG,1986-Q1,0250-0300,R-1,0.4587380761
WHG,1986-Q1,0300-0350,R-6,0.280750511
WHG,1986-Q1,0300-0350,R-5,0.0176695954
WHG,1986-Q1,0300-0350,R-4,0.0301350021
WHG,1986-Q1,0300-0350,R-1,0.5096678549
WHG,1986-Q1,0350-0400,R-6,0.2472376503
WHG,1986-Q1,0350-0400,R-3,0.0279346695
WHG,1986-Q1,0350-0400,R-1,0.6709040632
WHG,1986-Q1,0100-0150,R-5,0.0133664563
WHG,1986-Q1,0100-0150,R-6,0.5189330112
WHG,1986-Q1,0250-0300,R-4,0.0726386606
WHG,1986-Q1,0100-0150,R-4,0.0685915739
WHG,1986-Q1,0150-0200,R-7,0.038281197
WHG,1986-Q1,0200-0250,R-7,0.0058474802
WHG,1986-Q1,0250-0300,R-2,0.1662489314
WHG,1986-Q1,0300-0350,R-2,0.084107527
WHG,1986-Q1,0100-0150,R-7,0.0887586513
WHG,1986-Q1,0300-0350,R-3,0.0679369402
WHG,1986-Q1,0350-0400,R-5,0.0230928654
WHG,1986-Q1,0400-0500,R-6,0.1629179313
WHG,1986-Q1,0400-0500,R-5,0.0658254268
WHG,1986-Q1,0400-0500,R-3,0
WHG,1986-Q1,0400-0500,R-1,0.7585979061
COD,1986-Q3,0150-0200,R-1,0
COD,1986-Q3,0150-0200,R-2,0
COD,1986-Q3,0150-0200,R-7,0
COD,1986-Q3,0200-0250,R-4,0.2006782645
COD,1986-Q3,0200-0250,R-3,0.1087857598
COD,1986-Q3,0200-0250,R-1,0.1530596933
COD,1986-Q3,0200-0250,R-2,0.0623576528
COD,1986-Q3,0200-0250,R-6,0.2971158752
COD,1986-Q3,0200-0250,R-7,0.1780027544
COD,1986-Q3,0250-0300,R-4,0.0540124824
COD,1986-Q3,0250-0300,R-3,0.2708707618
COD,1986-Q3,0250-0300,R-2,0.1032483506
COD,1986-Q3,0250-0300,R-1,0.1149344759
COD,1986-Q3,0250-0300,R-6,0.2353725221
COD,1986-Q3,0250-0300,R-7,0.2215614072
COD,1986-Q3,0300-0350,R-4,0.0582280869
COD,1986-Q3,0300-0350,R-2,0.166001125
COD,1986-Q3,0300-0350,R-6,0.1591357391
COD,1986-Q3,0300-0350,R-7,0.1338224454
COD,1986-Q3,0350-0400,R-4,0.1347203381
COD,1986-Q3,0350-0400,R-3,0.1040522936
COD,1986-Q3,0350-0400,R-2,0.1051475809
COD,1986-Q3,0350-0400,R-6,0.3380572041
COD,1986-Q3,0400-0500,R-4,0.0331720833
COD,1986-Q3,0400-0500,R-2,0.2740645926
COD,1986-Q3,0400-0500,R-1,0.3519477126
COD,1986-Q3,0400-0500,R-7,0.1848158924
COD,1986-Q3,0500-0600,R-1,0.4536187907
COD,1986-Q3,0500-0600,R-2,0.1988618029
COD,1986-Q3,0600-0700,R-4,0
COD,1986-Q3,0600-0700,R-3,0.02296347
COD,1986-Q3,0600-0700,R-1,0.627884354
COD,1986-Q3,0600-0700,R-2,0.0993740809
COD,1986-Q3,0700-0800,R-1,0.6616880173
COD,1986-Q3,0700-0800,R-2,0.0845146689
COD,1986-Q3,0800-1000,R-2,0.231087439
COD,1986-Q3,0100-0150,R-4,0.0012198277
COD,1986-Q3,0100-0150,R-1,0.0401650569
COD,1986-Q3,0150-0200,R-4,1
COD,1986-Q3,0150-0200,R-6,0
COD,1986-Q3,0300-0350,R-3,0.3377229041
COD,1986-Q3,0300-0350,R-1,0.1407116478
COD,1986-Q3,0350-0400,R-1,0.1839281237
COD,1986-Q3,0350-0400,R-7,0.0777653984
COD,1986-Q3,0400-0500,R-6,0.0643928675
COD,1986-Q3,0500-0600,R-4,0.03593888
COD,1986-Q3,0500-0600,R-3,0.0443845168
COD,1986-Q3,0500-0600,R-7,0.2359986456
COD,1986-Q3,0600-0700,R-6,0
COD,1986-Q3,0600-0700,R-7,0.1692045161
COD,1986-Q3,0700-0800,R-7,0.1014176026
COD,1986-Q3,0800-1000,R-1,0.4524256385
COD,1986-Q3,0800-1000,R-7,0.1686313744
COD,1986-Q3,0100-0150,R-6,0.41596123
COD,1986-Q3,0250-0300,R-5,0
COD,1986-Q3,0300-0350,R-5,0.0043780516
COD,1986-Q3,0350-0400,R-5,0.0563290612
COD,1986-Q3,0500-0600,R-6,0.0209291125
COD,1986-Q3,0700-0800,R-3,0.0374681698
COD,1986-Q3,0700-0800,R-4,0.0338058675
COD,1986-Q3,0800-1000,R-4,0.0936840969
